SEP=;
Training_Samples;Testing_Samples;Accuracy;Precision;Recall;F1;Correct_Reps;Total_Reps
44393.0;3391.0;0.9386611618991448;0.9190125510629128;0.9522028956230996;0.9326822595770274;12.0;12.0
43714.0;4070.0;0.9351351351351351;0.9173404860580063;0.8913460575760564;0.894177203832141;12.0;12.0
44150.0;3634.0;0.9171711612548157;0.8581822688540938;0.9473028120014636;0.8852591961783477;12.0;12.0
45288.0;2496.0;0.7203525641025641;0.708338440321611;0.6158222998443847;0.5571027602134323;8.0;8.0
44412.0;3372.0;0.8143534994068802;0.812071081020361;0.7909624010208998;0.7430669899040939;10.0;12.0
44259.0;3525.0;0.8757446808510638;0.8706607104227598;0.832230041469433;0.8361848966573726;12.0;12.0
44295.0;3489.0;0.8288907996560619;0.820492607047416;0.8481203028593507;0.7906955453647976;12.0;12.0
44635.0;3149.0;0.9193394728485234;0.8812141840548204;0.8682511257518692;0.8589544676294754;12.0;12.0
44600.0;3184.0;0.885678391959799;0.8675586985491556;0.8272863189620706;0.8363020430113522;12.0;12.0
46311.0;1473.0;0.890020366598778;0.6748003668209388;0.6452626633760827;0.6538684325132968;4.0;4.0
44313.0;3471.0;0.8320368769806972;0.8557989051833855;0.8278534529645304;0.7758877924411756;12.0;12.0
44592.0;3192.0;0.831766917293233;0.8042656378331717;0.8009537642958448;0.7442824556731241;12.0;12.0
44525.0;3259.0;0.8579318809450752;0.8799557271061327;0.7493209129552347;0.7639375248250736;12.0;12.0
44806.0;2978.0;0.7948287441235729;0.772843887759738;0.7430562498747632;0.687479051212946;11.0;11.0
44683.0;3101.0;0.7836181876813931;0.7910304914264719;0.8102268941556049;0.7448443281157372;12.0;12.0
